statute_number,section_title,popular_name,full_text_of_naming_clause,url
"81-8,183.01","Professional Landscape Architects Act, how cited.",Professional Landscape Architects Act,"01 to 81-8,208 shall be known and may be cited as the Professional Landscape Architects Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-8,183.01"
"81-8,235","Act, how cited.",State Tort Claims Act,"Sections 81-8,209 to 81-8,235 shall be known and may be cited as the State Tort Claims Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-8,235"
"81-8,294","Act, how cited.",State Miscellaneous Claims Act,"Sections 81-8,294 to 81-8,301 shall be known and may be cited as the State Miscellaneous Claims Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-8,294"
"81-8,302","Act, how cited.",State Contract Claims Act,"Sections 81-8,302 to 81-8,306 shall be known and may be cited as the State Contract Claims Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-8,302"
"81-8,315","Act, how cited.",In the Line of Duty Compensation Act,"Sections 81-8,315 to 81-8,319 shall be known and may be cited as the In the Line of Duty Compensation Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-8,315"
81-825,"Wildfire Control Act of 2013; act, how cited.",Wildfire Control Act of 2013,Sections 81-825 to 81-828 shall be known and may be cited as the Wildfire Control Act of 2013.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-825
81-828.01,"Wildland Fire Response Act, how cited.",Wildland Fire Response Act,07 shall be known and may be cited as the Wildland Fire Response Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-828.01
81-829,"Critical Infrastructure Utility Worker Protection Act; act, how cited.",Critical Infrastructure Utility Worker Protection Act,04 shall be known and may be cited as the Critical Infrastructure Utility Worker Protection Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-829
81-829.06,"Nebraska Nonprofit Security Grant Program Act, how cited.",Nebraska Nonprofit Security Grant Program Act,11 shall be known and may be cited as the Nebraska Nonprofit Security Grant Program Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-829.06
81-829.36,"Act, how cited.",Emergency Management Act,75 shall be known and may be cited as the Emergency Management Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-829.36
81-831,"Pacific Conflict Stress Test Act, how cited.",Pacific Conflict Stress Test Act,Sections 81-831 to 81-836 shall be known and may be cited as the Pacific Conflict Stress Test Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-831
81-885,"Act, how cited.",Nebraska Real Estate License Act,56 shall be known and may be cited as the Nebraska Real Estate License Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-885
82-401,"Act, how cited.",Nebraska Art Collection Act,Sections 82-401 to 82-408 shall be known and may be cited as the Nebraska Art Collection Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=82-401
82-501,"Act, how cited.",Nebraska Archaeological Resources Preservation Act,Sections 82-501 to 82-510 shall be known and may be cited as the Nebraska Archaeological Resources Preservation Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=82-501
82-601,"Act, how cited.",Nebraska Agritourism Promotion Act,Sections 82-601 to 82-607 shall be known and may be cited as the Nebraska Agritourism Promotion Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=82-601
"83-1,135","Act, how cited.",Nebraska Treatment and Corrections Act,05 shall be known and may be cited as the Nebraska Treatment and Corrections Act.,"https://nebraskalegislature.gov/laws/statutes.php?statute=83-1,135"
83-1201,"Act, how cited.",Developmental Disabilities Services Act,Sections 83-1201 to 83-1228 shall be known and may be cited as the Developmental Disabilities Services Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=83-1201
83-305,State hospitals for the mentally ill; official titles.,Lincoln Regional Center,The state hospital established in Lancaster County for the treatment of mental illnesses shall be known as the Lincoln Regional Center.,https://nebraskalegislature.gov/laws/statutes.php?statute=83-305
83-305,State hospitals for the mentally ill; official titles.,Norfolk Regional Center,The state hospital established in Madison County shall be known as the Norfolk Regional Center.,https://nebraskalegislature.gov/laws/statutes.php?statute=83-305
"83-4,153","Act, how cited.",Nebraska Correctional Health Care Services Act,"Sections 83-4,153 to 83-4,165 shall be known and may be cited as the Nebraska Correctional Health Care Services Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=83-4,153"
83-960,"Act, how cited.",Correctional System Overcrowding Emergency Act,Sections 83-960 to 83-963 shall be known and may be cited as the Correctional System Overcrowding Emergency Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=83-960
84-1101,"Act, how cited.",Nebraska General Emergency Succession Act,Sections 84-1101 to 84-1116 shall be known and may be cited as the Nebraska General Emergency Succession Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-1101
84-1220,"Act, how cited.",Records Management Act,Sections 84-1201 to 84-1227 shall be known and may be cited as the Records Management Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-1220
84-1302,State Employees Retirement System; established; operative date; official name; acceptance of contributions.,State Employees Retirement System of the State of Nebraska,It shall be known as the State Employees Retirement System of the State of Nebraska and by such name shall transact all business and hold all cash and other property as provided in such sections.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-1302
84-1331,"Act, how cited.",State Employees Retirement Act,Sections 84-1301 to 84-1331 shall be known and may be cited as the State Employees Retirement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-1331
84-1407,"Act, how cited.",Open Meetings Act,Sections 84-1407 to 84-1414 shall be known and may be cited as the Open Meetings Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-1407
84-1503,Board; duties; director; duties.,Nebraska Public Employees Retirement Systems,The agency for the administration of the retirement systems and under the direction of the board shall be known and may be cited as the Nebraska Public Employees Retirement Systems; (b) To appoint a director to administer the systems under the direction of the board.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-1503
84-1503,Board; duties; director; duties.,Nebraska Public Employees Retirement Systems,The agency for the administration of this provision and under the direction of the board shall be known and may be cited as the Nebraska Public Employees Retirement Systems.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-1503
84-1601,Program; established; coverage; employees of the Nebraska State Patrol; optional coverage.,Nebraska State Insurance Program,Such program shall be known as the Nebraska State Insurance Program and shall replace any current program of such insurance in effect in any agency and funded in whole or in part by state contributions.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-1601
84-1618,"Act, how cited.",Direct Primary Care Pilot Program Act,Sections 84-1618 to 84-1627 shall be known and may be cited as the Direct Primary Care Pilot Program Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-1618
84-602.01,Taxpayer Transparency Act.,Taxpayer Transparency Act,04 shall be known and may be cited as the Taxpayer Transparency Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-602.01
84-920,"Act, how cited.",Administrative Procedure Act,"Sections 84-901 to 84-920, the Occupational Board Reform Act, and the Personal Privacy Protection Act shall be known and may be cited as the Administrative Procedure Act.",https://nebraskalegislature.gov/laws/statutes.php?statute=84-920
84-921,"Act, how cited.",Negotiated Rulemaking Act,Sections 84-921 to 84-932 shall be known and may be cited as the Negotiated Rulemaking Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-921
84-933,"Act, how cited.",Occupational Board Reform Act,Sections 84-933 to 84-950 shall be known and may be cited as the Occupational Board Reform Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=84-933
85-1201,"Act, how cited.",Nebraska Collegiate Athletic Association Procedures Act,Sections 85-1201 to 85-1210 shall be known and may be cited as the Nebraska Collegiate Athletic Association Procedures Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-1201
85-121,Nebraska College of Technical Agriculture at Curtis; creation; location; purpose.,Nebraska College of Technical Agriculture at Curtis,04 and shall be known as the Nebraska College of Technical Agriculture at Curtis.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-121
85-1401,"Act, how cited.",Coordinating Commission for Postsecondary Education Act,Sections 85-1401 to 85-1420 shall be known and may be cited as the Coordinating Commission for Postsecondary Education Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-1401
85-1506,Community College Board of Governors; membership.,Community College Board of Governors for the community college area the board serves,The governing boards shall be known as the Community College Board of Governors for the community college area the board serves.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-1506
85-1601,"Act, how cited.",Private Postsecondary Career School Act,Sections 85-1601 to 85-1658 shall be known and may be cited as the Private Postsecondary Career School Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-1601
85-1901,"Act, how cited.",Nebraska Opportunity Grant Act,Sections 85-1901 to 85-1920 shall be known and may be cited as the Nebraska Opportunity Grant Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-1901
85-2001,"Act, how cited.",Community College Gap Assistance Program Act,Sections 85-2001 to 85-2011 shall be known and may be cited as the Community College Gap Assistance Program Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-2001
85-2101,"Act, how cited.",Access College Early Scholarship Program Act,Sections 85-2101 to 85-2108 shall be known and may be cited as the Access College Early Scholarship Program Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-2101
85-2231,"Act, how cited.",Community College Aid Act,Sections 85-2231 to 85-2238 shall be known and may be cited as the Community College Aid Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-2231
85-2301,"Act, how cited.",In the Line of Duty Dependent Education Act,Sections 85-2301 to 85-2306 shall be known and may be cited as the In the Line of Duty Dependent Education Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-2301
85-2401,"Act, how cited.",Postsecondary Institution Act,Sections 85-2401 to 85-2428 shall be known and may be cited as the Postsecondary Institution Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-2401
85-2609,"Act, how cited.",First Responder Recruitment and Retention Act,Sections 85-2609 to 85-2625 shall be known and may be cited as the First Responder Recruitment and Retention Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-2609
85-2701,"Act, how cited.",Veteran and Active Duty Supportive Postsecondary Institution Act,Sections 85-2701 to 85-2706 shall be known and may be cited as the Veteran and Active Duty Supportive Postsecondary Institution Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-2701
85-2801,"Act, how cited.",Meadowlark Act,Sections 85-2801 to 85-2805 shall be known and may be cited as the Meadowlark Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-2801
85-2901,"Act, how cited.",Veteran Promise Act,Sections 85-2901 to 85-2905 shall be known and may be cited as the Veteran Promise Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-2901
85-3001,"Act, how cited.",Nebraska Career Scholarship Act,Sections 85-3001 to 85-3006 shall be known and may be cited as the Nebraska Career Scholarship Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=85-3001
85-3101,"Act, how cited.",Excellence in Teaching Act,"Sections 85-3101 to 85-3115 shall be known and may be cited as the Excellence in Teaching Act and shall include the Attracting Excellence to Teaching Program, the Enhancing Excellence in Teaching Program, and the Career-Readiness and Dual-Credit Education Grant Program.",https://nebraskalegislature.gov/laws/statutes.php?statute=85-3101
